projectile,target,projectile_energy_ev,area_quantile,theta_cm_rad
H,H,1467.799267622069,0.025390625,0.63027885351353996
H,H,1467.799267622069,0.02734375,0.60850623194760622
H,H,1467.799267622069,0.029296875,0.58880314300440917
H,H,1467.799267622069,0.03125,0.57085885997447061
H,H,1467.799267622069,0.033203125,0.55442437811628231
H,H,1467.799267622069,0.03515625,0.53929748442596992
H,H,1467.799267622069,0.0390625,0.51233000621992097
H,H,1467.799267622069,0.04296875,0.48893156927210857
H,H,1467.799267622069,0.046875,0.46837174099764045
H,H,1467.799267622069,0.05078125,0.45011392811281015
H,H,1467.799267622069,0.0546875,0.43375384946560969
H,H,1467.799267622069,0.05859375,0.41898031724150364
H,H,1467.799267622069,0.0625,0.40554935499214695
H,H,1467.799267622069,0.06640625,0.39326660272130942
H,H,1467.799267622069,0.0703125,0.38197504479514199
H,H,1467.799267622069,0.078125,0.36187403293343845
H,H,1467.799267622069,0.0859375,0.34445845159289989
H,H,1467.799267622069,0.09375,0.32917060208727955
H,H,1467.799267622069,0.1015625,0.31560306724219256
H,H,1467.799267622069,0.109375,0.30345030519909599
H,H,1467.799267622069,0.1171875,0.29247803813840223
H,H,1467.799267622069,0.125,0.28250318625572879
H,H,1467.799267622069,0.1328125,0.27338030530694324
H,H,1467.799267622069,0.140625,0.26499217420233334
H,H,1467.799267622069,0.15625,0.25005412538791294
H,H,1467.799267622069,0.171875,0.23710334986707604
H,H,1467.799267622069,0.1875,0.2257263721522329
H,H,1467.799267622069,0.203125,0.21562173133912266
H,H,1467.799267622069,0.21875,0.20656367288802402
H,H,1467.799267622069,0.234375,0.19837927406557121
H,H,1467.799267622069,0.25,0.19093349568345319
H,H,1467.799267622069,0.265625,0.18411910431849599
H,H,1467.799267622069,0.28125,0.17784969322822208
H,H,1467.799267622069,0.3125,0.16667599877206074
H,H,1467.799267622069,0.34375,0.15698059704292699
H,H,1467.799267622069,0.375,0.14845844208559322
H,H,1467.799267622069,0.40625,0.14088690485110789
H,H,1467.799267622069,0.4375,0.13409905661781529
H,H,1467.799267622069,0.46875,0.12796685039175459
H,H,1467.799267622069,0.5,0.12239013468021787
H,H,1467.799267622069,0.53125,0.11728924784769923
H,H,1467.799267622069,0.5625,0.11259988896124984
H,H,1467.799267622069,0.625,0.10425453488013048
H,H,1467.799267622069,0.6875,0.097031366202296798
H,H,1467.799267622069,0.75,0.090701581732492098
H,H,1467.799267622069,0.8125,0.085097594258611409
H,H,1467.799267622069,0.875,0.080093303608540278
H,H,1467.799267622069,0.9375,0.075591653347205856
H,H,1467.799267622069,1,0.071516485298249055
H,H,1615.5980984398745,0,3.1415926535897931
H,H,1615.5980984398745,4.76837158203125e-07,3.1124373502650378
H,H,1615.5980984398745,9.5367431640625e-07,3.100363752444002
H,H,1615.5980984398745,1.9073486328125e-06,3.0832944502332067
